lambda,mean_counts
6.001457724570865,0.7909483
6.003078116102209,1.2114286
6.004698507633554,2.3541672
6.0063188991648975,0.19444443
6.0079392906962426,1.473262
6.009559682227586,1.972226
6.011180073758932,1.8288782
6.012800465290276,0.80956507
6.01442085682162,0.9722214
6.016041248352964,0.5454563
6.0176616398843095,0.82539684
6.0192820314156545,2.2727294
6.020902422946998,0.6760855
6.022522814478343,1.0871264
6.024143206009688,1.5230713
6.025763597541032,0.8263879
6.0273839890723755,0.52381
6.029004380603721,0.5126728
6.030624772135065,1.4000045
6.03224516366641,2.581804
6.033865555197753,2.1483467
6.035485946729098,0.43154758
6.037106338260443,0.8491339
6.0387267297917875,2.1958284
6.040347121323132,0.4278844
6.041967512854476,3.1136355
6.043587904385821,3.046288
6.045208295917165,0.98484945
6.04682868744851,1.4444443
6.0484490789798535,2.1666772
6.050069470511199,1.0947368
6.051689862042544,2.0833292
6.053310253573888,7.3666844
6.054930645105232,1.6999924
6.056551036636577,3.0333314
6.05817142816792,1.0999998
6.0597918196992655,1.8833189
6.061412211230611,2.366666
6.063032602761954,1.0721973
6.064652994293299,0.65403867
6.066273385824643,1.3166693
6.067893777355988,1.2604184
6.069514168887332,0.19444504
6.071134560418677,3.250017
6.072754951950022,11.750038
6.074375343481366,0.45268637
6.075995735012711,1.5312526
6.077616126544055,1.074675
6.079236518075399,0.62500143
6.0808569096067435,2.2571435
6.082477301138088,5.333346
6.084097692669433,3.7916732
6.085718084200778,4.333351
6.087338475732121,1.3749948
6.088958867263466,1.1457741
6.090579258794811,2.675009
6.092199650326155,1.3583384
6.0938200418575,2.9791582
6.095440433388844,1.392859
6.09706082492019,0.8877184
6.098681216451533,0.4965043
6.100301607982877,3.8333273
6.1019219995142215,1.0941566
6.103542391045567,0.71579397
6.10516278257691,1.5624981
6.106783174108255,0.7044592
6.1084035656396,1.0772728
6.110023957170945,1.6388974
6.111644348702289,6.9889145
6.113264740233633,4.781242
6.114885131764978,1.1427078
6.116505523296322,3.3333364
6.118125914827667,1.9086049
6.11974630635901,0.7731496
6.121366697890355,6.055542
6.1229870894217004,0.76142883
6.124607480953045,17.636433
6.126227872484389,1.6794149
6.127848264015734,2.550001
6.129468655547078,1.3055577
6.131089047078422,1.653842
6.132709438609766,2.2318218
6.1343298301411116,3.1333466
6.135950221672456,1.5952435
6.1375706132038,1.1564131
6.139191004735144,0.651101
6.140811396266489,2.5893025
6.142431787797834,2.600007
6.144052179329178,2.6850662
6.145672570860523,3.7261786
6.147292962391868,1.3344144
6.148913353923211,2.2000103
6.150533745454556,8.388841
6.1521541369859,4.833351
6.153774528517245,0.61282164
6.15539492004859,8.000082
6.157015311579935,6.650058
6.158635703111278,0.8078391
6.160256094642623,1.0201259
6.161876486173966,0.6312201
6.163496877705312,1.4333462
6.165117269236656,2.235308
6.166737660768002,3.4079294
6.168358052299345,1.2000024
6.16997844383069,10.041778
6.171598835362034,1.444443
6.173219226893378,0.42856985
6.174839618424723,3.8244991
6.176460009956068,1.4722228
6.178080401487412,1.3111106
6.179700793018757,2.7454655
6.1813211845501,0.92424864
6.182941576081445,2.8676512
6.18456196761279,0.4090956
6.1861823591441345,1.2857146
6.187802750675479,0.91597
6.189423142206824,3.4706035
6.191043533738168,4.0773897
6.192663925269512,1.583336
6.194284316800857,0.34848619
6.195904708332202,1.8333466
6.197525099863546,5.38547
6.199145491394891,2.1250114
6.200765882926234,5.312537
6.202386274457579,1.949285
6.204006665988924,1.3424013
6.205627057520267,1.6190553
6.2072474490516125,0.8380996
6.208867840582958,2.6249957
6.210488232114301,2.8447225
6.212108623645646,1.208343
6.213729015176991,3.8667731
6.215349406708334,1.6092553
6.216969798239679,1.0784748
6.2185901897710245,5.035734
6.220210581302368,3.5285954
6.221830972833713,3.6500103
6.223451364365057,2.016038
6.225071755896401,1.344748
6.226692147427746,3.4642873
6.2283125389590905,3.8000374
6.229932930490435,3.3583374
6.23155332202178,3.9294748
6.233173713553123,2.2662249
6.234794105084468,2.4166949
6.236414496615812,1.9930773
6.238034888147158,2.2083597
6.2396552796785025,6.5910125
6.241275671209847,2.72917
6.24289606274119,4.89592
6.244516454272536,6.83337
6.24613684580388,17.500134
6.2477572373352235,7.2749557
6.249377628866569,2.0694585
6.250998020397914,5.5334067
6.252618411929259,4.553638
6.254238803460602,3.2321332
6.255859194991947,1.4999977
6.257479586523292,0.7733436
6.38802237926723,5.4
6.389642770798575,5.0
6.391263162329919,3.4166665
6.392883553861264,19.725
6.394503945392608,3.6904874
6.396124336923952,1.535294
6.397744728455297,1.4772744
6.3993651199866415,1.5793706
6.400985511517986,1.1741071
6.402605903049331,2.2833347
6.404226294580675,4.6159544
6.405846686112019,4.337516
6.407467077643364,4.8428597
6.4090874691747075,2.3650808
6.4107078607060535,5.250005
6.412328252237397,4.7500134
6.413948643768743,0.95151734
6.415569035300086,2.1739132
6.417189426831431,3.297624
6.418809818362774,2.1568658
6.4204302098941195,2.0250096
6.422050601425463,9.8214445
6.423670992956809,22.529469
6.425291384488153,1.4242461
6.426911776019498,13.684248
6.428532167550842,1.2807049
6.430152559082186,1.1352993
6.4317729506135315,2.9388893
6.433393342144875,2.218407
6.43501373367622,5.9999976
6.436634125207565,2.450003
6.438254516738909,5.0143194
6.439874908270253,11.617702
6.441495299801598,0.92142993
6.443115691332943,2.2991154
6.444736082864287,0.6875034
6.446356474395632,3.7778049
6.447976865926975,2.8701315
6.44959725745832,1.6988745
6.451217648989664,3.571453
6.452838040521009,2.269854
6.454458432052354,5.509832
6.456078823583699,0.6770839
6.457699215115042,7.5250545
6.459319606646387,4.2353125
6.4609399981777305,3.400031
6.4625603897090755,2.8333325
6.464180781240421,1.1342912
6.596040142103577,1.2410717
6.5976605336349206,1.649999
6.599280925166266,5.3482184
6.600901316697611,3.9305575
6.602521708228954,2.2500033
6.604142099760299,4.164838
6.605762491291642,0.5454562
6.6073828828229875,6.7651606
6.6090032743543325,12.583387
6.610623665885677,9.783287
6.612244057417021,2.861112
6.613864448948366,8.583374
6.615484840479711,2.2929296
6.617105232011054,5.0166764
6.6187256235423995,4.4853096
6.620346015073743,2.8437614
6.621966406605088,2.307144
6.623586798136432,6.0500293
6.625207189667777,3.7633932
6.626827581199122,3.5368345
6.628447972730466,7.700032
6.630068364261811,6.378799
6.631688755793155,4.7259336
6.6333091473245,3.740753
6.634929538855843,4.5483108
6.636549930387189,3.039409
6.638170321918532,6.3167057
6.639790713449878,16.300098
6.641411104981222,4.4071813
6.643031496512567,6.381017
6.64465188804391,2.650022
6.646272279575255,1.7867186
6.6478926711066,1.8571513
6.649513062637944,1.8636419
6.6511334541692895,3.0448437
6.652753845700634,4.650036
6.654374237231977,2.4958494
6.655994628763322,1.926779
6.657615020294667,5.845279
6.65923541182601,1.4821513
6.6608558033573555,4.0577154
6.6624761948887,1.1666789
6.664096586420045,12.050063
6.665716977951389,3.8857496
6.667337369482733,2.7889738
6.668957761014078,12.000071
6.670578152545422,2.0087104
6.672198544076767,5.3398147
6.673818935608111,1.2366827
6.675439327139456,12.500156
6.6770597186708,8.985836
6.678680110202144,9.833378
6.680300501733488,1.8227655
6.681920893264834,0.5384653
6.683541284796178,8.297711
6.685161676327523,2.5318458
6.686782067858867,5.427835
6.688402459390212,1.9107305
6.690022850921556,29.625563
6.6916432424528995,2.2650347
6.693263633984245,2.938509
6.69488402551559,4.714957
6.696504417046934,5.3125606
6.698124808578278,10.464382
6.699745200109623,0.4166726
6.701365591640968,16.850338
6.7029859831723115,7.170397
6.704606374703655,1.9352474
6.706226766235001,5.0298424
6.707847157766345,2.954604
6.70946754929769,5.450717
6.711087940829033,2.4375548
6.7127083323603784,4.192382
6.7143287238917235,8.000163
6.715949115423067,2.3429823
6.717569506954412,8.007815
6.719189898485757,6.1945224
6.720810290017101,8.600244
6.722430681548445,2.7786226
6.72405107307979,2.0570414
6.725671464611135,5.300128
6.727291856142479,1.0777875
6.728912247673823,9.06268
6.730532639205167,2.780814
6.732153030736512,2.95197
6.7337734222678565,4.087549
6.7353938137992015,3.6727026
6.737014205330546,25.86721
6.738634596861891,2.6875706
6.740254988393235,3.7610283
6.741875379924579,5.0962777
6.743495771455924,14.500491
6.745116162987268,2.2859843
6.746736554518613,3.0593548
6.748356946049957,3.0714765
6.749977337581301,8.17871
6.751597729112646,27.970917
6.753218120643991,8.083578
6.7548385121753345,1.9875348
6.75645890370668,6.666864
6.758079295238025,3.0417204
6.759699686769369,2.2700262
6.761320078300712,6.3523717
6.762940469832057,2.1705139
6.764560861363401,8.974306
6.7661812528947465,1.9589925
6.767801644426091,7.550159
6.769422035957435,4.5578527
6.77104242748878,6.7814026
6.772662819020124,2.0577245
6.774283210551469,3.1471248
6.7759036020828125,8.900177
6.777523993614158,13.8755245
6.779144385145502,2.1857398
6.780764776676847,9.438439
6.78238516820819,3.357236
6.784005559739535,3.9881902
6.78562595127088,10.714727
6.7872463428022245,22.600693
6.788866734333569,1.7188406
6.790487125864913,4.336627
6.792107517396259,2.6945443
6.793727908927602,4.0071125
6.795348300458947,5.8223658
6.7969686919902905,4.308522
6.798589083521636,16.167135
6.80020947505298,1.4206748
6.801829866584324,1.7647382
6.803450258115669,2.3333936
6.805070649647014,6.5716305
6.806691041178358,8.155747
6.8083114327097025,7.957457
6.809931824241047,3.6774116
6.811552215772391,4.4346094
6.813172607303736,7.0145636
6.814792998835079,1.6667392
6.816413390366425,1.872757
6.818033781897769,1.9556607
6.819654173429114,3.1272755
6.821274564960458,9.070319
6.822894956491803,4.31332
6.824515348023147,3.566367
6.826135739554491,4.144084
6.8277561310858355,2.7257905
6.829376522617181,4.4835434
6.830996914148525,3.3227577
6.83261730567987,13.150554
6.834237697211214,4.2709827
6.835858088742559,9.917082
6.837478480273903,14.143493
6.8390988718052474,5.9218907
6.840719263336592,22.148077
6.842339654867937,0.5714441
6.84396004639928,6.032973
6.845580437930625,25.20082
6.84720082946197,3.710669
6.848821220993315,4.2053485
6.8504416125246586,3.9886367
6.852062004056004,5.841957
6.853682395587349,0.88712573
6.855302787118692,3.0475698
6.856923178650035,4.492643
6.858543570181381,4.078101
6.8601639617127255,10.253078
6.8617843532440705,12.167292
6.863404744775414,21.2152
6.865025136306759,7.893158
6.866645527838104,3.3957515
6.868265919369447,2.5967884
6.869886310900792,4.8918347
6.871506702432137,2.9215822
6.873127093963482,2.9260411
6.874747485494826,7.625327
6.876367877026171,3.4394002
6.877988268557514,1.337838
6.879608660088859,5.0210733
6.881229051620204,9.971152
6.882849443151548,2.527923
6.884469834682893,8.800589
6.886090226214237,3.1005838
6.887710617745582,6.2753363
6.889331009276926,10.635114
6.890951400808271,2.2584245
6.892571792339615,2.123116
6.89419218387096,1.476509
6.895812575402303,7.5480227
6.897432966933648,5.0949616
6.899053358464993,4.2812605
6.900673749996337,7.6254683
6.902294141527683,9.767071
6.903914533059027,2.1667821
6.90553492459037,3.6431212
6.907155316121715,2.0074093
6.90877570765306,5.3441415
6.910396099184403,8.950429
6.912016490715748,4.7413616
6.913636882247093,19.6674
6.915257273778439,0.71669984
6.916877665309782,18.20105
6.918498056841127,37.001137
6.920118448372471,3.8970485
6.921738839903815,7.9053645
6.92335923143516,5.8778653
6.924979622966504,12.655426
6.926600014497849,1.394782
6.928220406029194,3.9573462
6.929840797560537,22.901047
6.931461189091882,7.750305
6.933081580623227,14.857563
6.9347019721545715,1.4896535
6.936322363685916,7.1003423
6.93794275521726,28.683367
6.939563146748606,6.5481625
6.941183538279949,6.125421
6.942803929811293,3.735508
6.9444243213426375,4.7041736
6.946044712873983,9.457757
6.947665104405328,8.109144
6.949285495936671,2.4908729
6.950905887468016,4.4669824
6.952526278999361,4.6432085
6.9541466705307045,7.192816
6.9557670620620495,6.750337
6.957387453593395,9.223718
6.95900784512474,2.43321
6.960628236656083,4.676941
6.962248628187426,2.8976371
6.963869019718771,3.9233062
6.9654894112501164,3.6509647
6.96710980278146,11.572322
6.968730194312805,10.086464
6.97035058584415,2.937674
6.971970977375495,9.750559
6.973591368906838,1.9951413
6.9752117604381825,2.2368104
6.976832151969528,3.7534566
6.978452543500872,3.2213578
6.980072935032217,5.0325394
6.98169332656356,8.667444
6.983313718094906,10.434249
6.98493410962625,5.786095
6.986554501157595,3.2263894
6.988174892688938,2.0556488
6.989795284220284,5.801984
6.991415675751627,2.430151
6.993036067282972,13.056422
6.994656458814316,13.929619
6.996276850345661,1.6667824
6.997897241877006,3.0958529
6.999517633408351,7.710972
7.001138024939694,7.104519
7.002758416471039,3.1656423
7.004378808002384,3.6252978
7.005999199533727,12.340109
7.0076195910650725,2.9621356
7.009239982596418,12.215202
7.010860374127761,18.601444
7.012480765659106,4.3849845
7.014101157190451,3.6317313
7.015721548721794,3.0216799
7.017341940253139,11.330331
7.018962331784484,3.1472857
7.020582723315828,4.808692
7.022203114847173,2.6982636
7.023823506378516,3.8772726
7.025443897909863,2.9965107
7.027064289441206,13.501092
7.028684680972551,2.1539416
7.030305072503895,8.188191
7.03192546403524,10.6394825
7.033545855566584,8.534761
7.035166247097928,3.9786162
7.036786638629272,4.750532
7.038407030160618,24.251202
7.040027421691962,2.6919913
7.041647813223307,10.500621
7.04326820475465,2.2026792
7.044888596285995,5.9727864
7.04650898781734,2.729382
7.048129379348683,8.500571
7.0497497708800285,0.78577566
7.051370162411374,6.890131
7.052990553942718,4.7944775
7.054610945474062,3.6391191
7.056231337005406,4.570914
7.057851728536752,6.6791196
7.059472120068095,1.1334187
7.0610925115994405,6.0838685
7.062712903130784,2.095417
7.064333294662129,4.4024615
7.065953686193473,2.5089018
7.067574077724818,4.954254
7.069194469256162,1.2728376
7.070814860787507,4.4618473
7.072435252318851,3.8850412
7.074055643850196,6.2172203
7.07567603538154,2.8989136
7.077296426912884,5.153866
7.078916818444229,7.6674023
7.080537209975574,3.5938568
7.0821576015069185,5.143349
7.083777993038263,1.8655679
7.085398384569607,2.2886562
7.087018776100953,7.125537
7.088639167632296,3.6837268
7.0902595591636395,8.416981
7.091879950694985,1.9480616
7.09350034222633,7.0245595
7.095120733757674,5.801121
7.096741125289018,4.778985
7.098361516820362,4.4065366
7.099981908351708,18.161016
7.1016022998830515,0.9932656
7.1032226914143966,20.534912
7.10484308294574,6.333972
7.106463474477086,1.8924117
7.108083866008429,5.362986
7.109704257539773,20.602003
7.111324649071118,8.765111
7.1129450406024635,5.7861695
7.114565432133808,11.492846
7.116185823665152,4.1522503
7.117806215196497,10.625822
7.119426606727841,7.6084538
7.121046998259185,4.6289616
7.122667389790529,3.0869222
7.1242877813218755,3.415004
7.125908172853219,5.9590945
7.127528564384564,4.7751913
7.129148955915907,7.6530876
7.130769347447252,8.872555
7.132389738978597,6.459114
7.134010130509941,11.813767
7.135630522041286,2.4503164
7.137250913572631,3.5080438
7.138871305103976,1.4144967
7.140491696635319,31.621658
7.142112088166663,5.4672346
7.1437324796980075,4.7886453
7.145352871229353,43.829727
7.146973262760696,4.7424126
7.148593654292042,19.359385
7.150214045823386,4.3694124
7.151834437354731,3.5495048
7.153454828886074,9.459531
7.1550752204174195,5.0042725
7.156695611948765,4.6346436
7.158316003480108,3.8020024
7.159936395011453,1.536391
7.161556786542797,6.0602956
7.163177178074141,1.2561362
7.164797569605486,29.434229
7.166417961136831,2.045631
7.168038352668175,3.390644
7.16965874419952,4.9493256
7.171279135730864,10.271359
7.172899527262208,7.4222403
7.174519918793553,16.801497
7.1761403103248975,6.700773
7.177760701856242,9.902992
7.179381093387586,8.534395
7.181001484918931,2.5386868
7.182621876450275,16.424421
7.18424226798162,2.550933
7.1858626595129635,4.8783455
7.187483051044309,2.6461573
7.189103442575654,3.347804
7.190723834106998,13.058608
7.192344225638342,3.2034264
7.324026356177757,4.100001
7.325646747709102,3.3727317
7.327267139240447,10.450009
7.328887530771791,4.8055573
7.330507922303136,0.96052617
7.33212831383448,4.492754
7.333748705365824,2.3130438
7.335369096897169,1.0350885
7.336989488428514,2.5625033
7.338609879959859,8.400027
7.340230271491203,2.3181934
7.341850663022546,5.7777987
7.343471054553891,1.0133383
7.345091446085236,6.7894993
7.3467118376165805,2.5337367
7.348332229147925,3.0111272
7.34995262067927,2.4500008
7.351573012210614,11.166656
7.353193403741958,1.393388
7.354813795273303,3.1838133
7.356434186804648,23.058287
7.358054578335992,2.750015
7.359674969867337,1.5545465
7.36129536139868,1.9545538
7.362915752930025,22.682018
7.36453614446137,3.358838
7.3661565359927135,1.0392225
7.3677769275240586,2.9431896
7.369397319055404,2.0121357
7.371017710586747,3.7166753
7.372638102118092,9.545564
7.374258493649435,8.975044
7.37587888518078,11.766806
7.3774992767121255,5.5378475
7.379119668243469,1.1803141
7.380740059774814,2.8958576
7.382360451306159,1.9947519
7.383980842837503,4.972279
7.385601234368847,0.70000565
7.387221625900192,2.9500256
7.3888420174315375,5.3750525
7.390462408962881,3.18078
7.392082800494226,4.7083645
7.393703192025569,5.000084
7.395323583556914,5.1389284
7.396943975088258,3.4962409
7.398564366619604,4.5769773
7.400184758150948,7.4000173
7.401805149682293,2.3500211
7.403425541213636,2.384634
7.405045932744982,1.7420917
7.406666324276326,1.5470016
7.4082867158076695,2.1389236
7.409907107339015,2.3055787
7.41152749887036,2.5596771
7.413147890401703,6.1000395
7.414768281933048,4.3977985
7.416388673464392,1.9659303
7.418009064995738,12.22204
7.4196294565270815,5.8500533
7.421249848058425,8.03344
7.422870239589771,2.1783483
7.424490631121115,3.459589
7.42611102265246,1.3095353
7.427731414183803,4.5268917
7.4293518057151475,1.7423705
7.4309721972464935,2.7500653
7.432592588777837,5.59031
7.434212980309182,2.6499932
7.435833371840526,0.6742533
7.437453763371871,2.6000185
7.439074154903215,2.1517222
7.4406945464345595,1.0637323
7.442314937965904,1.3750174
7.443935329497249,1.0536512
7.445555721028593,3.0441422
7.447176112559937,3.8691192
7.448796504091282,0.71667004
7.450416895622626,3.0875497
7.452037287153971,17.636301
7.453657678685315,1.949322
7.455278070216661,0.8282875
7.456898461748005,3.8350787
7.458518853279349,2.7187853
7.4601392448106925,6.866661
7.461759636342038,1.0416881
7.463380027873383,1.4964411
7.465000419404726,2.3194466
7.466620810936071,4.5849037
7.468241202467416,1.7777876
7.469861593998761,14.333245
7.4714819855301045,1.3886096
7.473102377061449,3.7019596
7.474722768592795,1.8393124
7.476343160124138,4.1569495
7.477963551655483,6.9048166
7.479583943186826,1.7020435
7.481204334718171,2.0437555
7.4828247262495164,3.532465
7.48444511778086,1.5142298
7.486065509312205,10.97227
7.48768590084355,6.625125
7.489306292374893,1.9801819
7.490926683906238,1.2812655
7.4925470754375825,0.92594934
7.4941674669689275,3.4444842
7.495787858500272,4.8750496
7.497408250031617,3.7597456
7.499028641562961,2.7125773
7.500649033094305,0.92747283
7.502269424625649,2.4000373
7.503889816156994,2.0595417
7.505510207688339,0.98206955
7.507130599219683,2.9066324
7.508750990751027,1.0320519
7.510371382282372,2.5208519
7.511991773813717,2.8389113
7.5136121653450605,3.7045538
7.515232556876406,0.62500906
7.516852948407751,2.2167103
7.518473339939094,1.7889483
7.520093731470439,4.2500987
7.521714123001783,6.7334213
7.523334514533127,2.3455143
7.5249549060644725,9.750145
7.526575297595816,2.3647041
7.528195689127161,3.3500075
7.529816080658506,7.7292085
7.531436472189849,5.366753
7.533056863721194,4.5089855
7.5346772552525385,3.8572288
7.536297646783884,0.75757813
7.537918038315228,1.8718345
7.539538429846572,11.250003
7.541158821377916,2.0000336
7.542779212909261,3.8000429
7.544399604440605,1.4381322
7.5460199959719505,2.2676897
7.547640387503295,10.05129
7.54926077903464,4.678662
7.550881170565984,1.9000154
7.552501562097328,1.2619228
7.554121953628673,1.8988718
7.555742345160017,6.000088
7.557362736691362,4.875036
7.558983128222707,2.340705
7.56060351975405,4.3103213
7.562223911285395,3.116115
7.563844302816739,2.2222505
7.565464694348084,2.1136665
7.5670850858794285,1.3295621
7.568705477410774,4.8833947
7.570325868942117,1.3863928
7.571946260473463,1.133362
7.573566652004805,11.500294
7.57518704353615,2.38337
7.576807435067495,6.689027
7.5784278265988405,2.3909335
7.580048218130185,2.5778146
7.581668609661529,1.729861
7.5832874187792685,2.2291822
7.584909392724217,1.5136409
7.586531366669167,1.2098433
7.588145428546092,2.1230545
7.589775314559065,8.9887705
7.59138937643599,1.9476466
7.593011350380939,3.400116
7.59463332432589,1.7538624
7.596247386202814,4.5238843
7.597877272215788,2.0697074
7.599491334092713,4.09618
7.601113308037662,5.2500725
7.6027352819826115,7.3335204
7.604349343859537,2.5499973
7.60597922987251,4.250111
7.607593291749435,3.2473173
7.6092152656943846,1.351692
7.610837239639334,3.7747583
7.612451301516259,3.52086
7.614081187529233,3.475945
7.615695249406158,4.800067
7.617317223351106,5.5000896
7.618939197296056,1.6625342
7.620553259172981,0.83335716
7.6221831451859545,1.4800196
7.62379720706288,1.7550778
7.625419181007829,11.687773
7.627041154952779,4.547474
7.628655216829705,7.1906214
7.630285102842677,6.0834327
7.631899164719602,1.9415553
7.633521138664553,1.9166996
7.6351431126095015,2.0857618
7.636757174486426,4.2251472
7.6383870604994,1.8897569
7.640001122376326,3.0777931
7.641623096321275,1.1852522
7.643245070266223,2.230216
7.644859132143148,4.9306426
7.646489018156122,3.213286
7.648103080033046,2.6562998
7.6497250539779955,8.478254
7.651347027922945,0.9441309
7.65296108979987,6.626547
7.6545909758128445,4.33343
7.6562050376897695,4.0750813
7.657827011634719,5.545658
7.659448985579668,3.0178387
7.661063047456594,1.4687933
7.662692933469566,5.3637886
7.664306995346491,3.062314
7.665928969291442,3.921679
7.667550943236391,2.6845791
7.6691650051133164,3.6429594
7.67079489112629,1.444469
7.672408953003215,5.609135
7.674030926948163,17.500645
7.675652900893113,5.250116
7.677266962770037,2.4445195
7.678896848783012,0.66668993
7.680510910659937,4.3789744
7.682132884604885,7.083446
7.683754858549835,2.4638176
7.685368920426761,2.4912844
7.686998806439734,3.2059274
7.688612868316659,1.6923316
7.690234842261608,2.0833678
7.691856816206558,9.083426
7.693470878083483,2.7200375
7.6951007640964555,10.444397
7.696714825973381,1.821466
7.698336799918331,19.219316
7.699958773863279,1.218653
7.701572835740205,1.8621621
7.703202721753178,2.4638839
7.704816783630104,5.7181306
7.706438757575053,2.8798985
7.708060731520002,3.9584472
7.7096747933969265,5.5556774
7.711304679409901,3.036458
7.712918741286826,2.3258524
7.7145407152317755,16.834053
7.716162689176725,2.8001041
7.71777675105365,4.692965
7.719406637066623,2.2122452
7.721020698943548,4.0739536
7.722642672888498,2.0556114
7.724264646833447,9.333681
7.725878708710372,4.32596
7.7275085947233455,5.6668677
7.729122656600271,2.8750799
7.730744630545221,2.7652214
7.732366604490169,1.6000506
7.733980666367094,3.6807199
7.735610552380068,8.625114
7.737224614256993,3.0923357
7.738846588201943,2.388973
7.740468562146891,1.333355
7.7420826240238165,3.2088614
7.74371251003679,3.5556736
7.745326571913715,8.596222
7.746948545858665,10.791897
7.748570519803614,3.6097026
7.750184581680539,2.416741
7.751814467693513,2.027543
7.753428529570439,5.879942
7.755050503515388,6.4763484
7.756672477460337,3.3637445
7.758286539337262,2.912158
7.759916425350235,3.7191825
7.76153048722716,21.794851
7.76315246117211,4.2842135
7.764774435117058,5.911319
7.766388496993984,3.1095088
7.768018383006957,3.6924057
7.769632444883882,4.6369214
7.771254418828832,3.6637683
7.772876392773782,2.4015663
7.7744904546507065,11.749959
7.77612034066368,14.167093
7.777734402540604,8.250312
7.779356376485554,4.972343
7.780978350430504,3.4155185
7.782592412307428,4.785962
7.784222298320403,3.9876895
7.785836360197326,5.795212
7.7874583341422765,6.56286
7.789080308087225,2.8077393
7.790694369964151,18.322254
7.792324255977124,12.500839
7.79393831785405,5.933677
7.795560291798999,4.291687
7.797182265743947,3.049716
7.798796327620874,5.3814993
7.8004262136338465,8.458679
7.802040275510772,2.3751528
7.803662249455721,6.491102
7.805284223400671,4.158512
7.806898285277596,8.750469
7.80852817129057,26.601067
7.810142233167494,5.2310486
7.811764207112445,10.458712
7.813386181057393,20.250534
7.8150002429343175,5.216159
7.816630128947292,3.3911648
7.818244190824217,6.0002556
7.8198661647691665,3.6126952
7.821488138714115,42.532043
7.823102200591041,40.502193
7.824732086604014,6.0377307
7.82634614848094,5.7940984
7.827968122425888,6.2336054
7.829590096370837,56.502243
7.831204158247763,29.750782
7.832834044260736,10.0838375
7.834448106137661,28.151396
7.836070080082612,27.001526
7.83769205402756,5.7859936
7.839306115904485,0.0
7.840936001917458,0.0
7.842550063794384,0.0
7.844172037739333,9.7505245
7.845794011684282,5.6002674
7.847408073561208,6.3971343
7.849037959574181,0.0
7.850652021451106,1.6818627
7.852273995396056,10.042306
7.853895969341005,46.170113
7.85551003121793,1.4643711
7.857139917230903,8.385138
7.85875397910783,15.938553
7.8603759530527775,39.0027
7.861997926997727,22.20119
7.863611988874652,12.501388
7.8652418748876265,0.0
7.86685593676455,14.25037
7.8684779107095,9.500843
7.87009988465445,2.3334644
7.871713946531374,16.000551
7.873343832544347,8.375586
7.874957894421273,21.251654
